"","cluster","Pathway","mean_score"
"1","0","HALLMARK_ADIPOGENESIS",0.0525680115503659
"2","0","HALLMARK_ANDROGEN_RESPONSE",0.0531173240515219
"3","0","HALLMARK_BILE_ACID_METABOLISM",0.0529163479455677
"4","0","HALLMARK_CHOLESTEROL_HOMEOSTASIS",0.0530578753651358
"5","0","HALLMARK_GLYCOLYSIS",0.052825698980984
"6","0","HALLMARK_HEME_METABOLISM",0.0533007006071235
"7","0","HALLMARK_HYPOXIA",0.0528138474265408
"8","0","HALLMARK_XENOBIOTIC_METABOLISM",0.0528886002606005
"9","1","HALLMARK_ADIPOGENESIS",0.0570858706588355
"10","1","HALLMARK_ANDROGEN_RESPONSE",0.0574240169558104
"11","1","HALLMARK_BILE_ACID_METABOLISM",0.0570780502237892
"12","1","HALLMARK_CHOLESTEROL_HOMEOSTASIS",0.0576931266958276
"13","1","HALLMARK_GLYCOLYSIS",0.0577319789217154
"14","1","HALLMARK_HEME_METABOLISM",0.0570805225920274
"15","1","HALLMARK_HYPOXIA",0.0570878816165709
"16","1","HALLMARK_XENOBIOTIC_METABOLISM",0.0574328564708078
"17","10","HALLMARK_ADIPOGENESIS",0.0354479853768007
"18","10","HALLMARK_ANDROGEN_RESPONSE",0.0345455758840054
"19","10","HALLMARK_BILE_ACID_METABOLISM",0.0352708646927741
"20","10","HALLMARK_CHOLESTEROL_HOMEOSTASIS",0.0351203755048724
"21","10","HALLMARK_GLYCOLYSIS",0.036468980089787
"22","10","HALLMARK_HEME_METABOLISM",0.0364076400136037
"23","10","HALLMARK_HYPOXIA",0.0343928365881144
"24","10","HALLMARK_XENOBIOTIC_METABOLISM",0.0350192927154708
"25","11","HALLMARK_ADIPOGENESIS",0.0388885181316382
"26","11","HALLMARK_ANDROGEN_RESPONSE",0.0371983241727939
"27","11","HALLMARK_BILE_ACID_METABOLISM",0.0366778919426505
"28","11","HALLMARK_CHOLESTEROL_HOMEOSTASIS",0.0337159446018805
"29","11","HALLMARK_GLYCOLYSIS",0.0358531361272785
"30","11","HALLMARK_HEME_METABOLISM",0.0374362164722222
"31","11","HALLMARK_HYPOXIA",0.0368865472804142
"32","11","HALLMARK_XENOBIOTIC_METABOLISM",0.0367993838709575
"33","12","HALLMARK_ADIPOGENESIS",0.0426617967874369
"34","12","HALLMARK_ANDROGEN_RESPONSE",0.0428291624873837
"35","12","HALLMARK_BILE_ACID_METABOLISM",0.039569347652796
"36","12","HALLMARK_CHOLESTEROL_HOMEOSTASIS",0.0433907714043885
"37","12","HALLMARK_GLYCOLYSIS",0.0416168433254827
"38","12","HALLMARK_HEME_METABOLISM",0.0410072519416207
"39","12","HALLMARK_HYPOXIA",0.0463515979450343
"40","12","HALLMARK_XENOBIOTIC_METABOLISM",0.0422181592067067
"41","2","HALLMARK_ADIPOGENESIS",0.0522875238819607
"42","2","HALLMARK_ANDROGEN_RESPONSE",0.0522297133202093
"43","2","HALLMARK_BILE_ACID_METABOLISM",0.0517942282341259
"44","2","HALLMARK_CHOLESTEROL_HOMEOSTASIS",0.052855180069586
"45","2","HALLMARK_GLYCOLYSIS",0.0522552059708235
"46","2","HALLMARK_HEME_METABOLISM",0.0519857034484621
"47","2","HALLMARK_HYPOXIA",0.0516201300427625
"48","2","HALLMARK_XENOBIOTIC_METABOLISM",0.0521989195311056
"49","3","HALLMARK_ADIPOGENESIS",0.041092196393162
"50","3","HALLMARK_ANDROGEN_RESPONSE",0.0411874756753733
"51","3","HALLMARK_BILE_ACID_METABOLISM",0.0410421764756121
"52","3","HALLMARK_CHOLESTEROL_HOMEOSTASIS",0.0412046419225119
"53","3","HALLMARK_GLYCOLYSIS",0.0411858659191162
"54","3","HALLMARK_HEME_METABOLISM",0.0413604439498817
"55","3","HALLMARK_HYPOXIA",0.0413724445295648
"56","3","HALLMARK_XENOBIOTIC_METABOLISM",0.0413797825934875
"57","4","HALLMARK_ADIPOGENESIS",0.0532850436800658
